userName,content,score,thumbsUpCount,appVersion
A Google user,Great love it. But needs more levels. Nearly finished the Santa one. Update. Finshed the last hotel. Disappointed there are not more to continue on with.,2,0,1.2.0
Tiffany Berrong,"I've edited my review because it's been almost a year since the last hotel. The game is great, but after I come back to it once a month and still no new hotel. Very disappointed.",2,0,1.8.4
A Google user,The game is awwwwwwwwesome i like it and i recommend it but there is a little problem the stars are difficult to get maybe you could improve that a little and that you be great,5,0,1.6.0
A Google user,Overall fun game but the Macro transactions are too high priced and a complete rip-off. The said part is that I promise you whales paid for it too.,3,0,1.2.0
Roy Sayag,"Great game , but sadly not getting any updates regarding new hotels . There is event that is the same every time. Please add more hotels so i can update my review to 5 stars",4,0,1.8.4
peachy bum,It was good at first but now the dancing King has disappeared and not come back so just takes too long to raise money in the game which is a shame.,3,0,2.6.1
A Google user,"Probably one of the better games from the developer. Isnt just a money collection game, having to think about how many staff you need to hire to make a profit is a good change of pace from the others",4,0,1.1.0
A Google user,The game is really cute and addicting. My only complaint with it is how the maxed out hotels end up pretty much useless.,4,0,1.2.2
Amanda Knowland,Fun I like making money. You don't need to complete the gold to get all the stars. Something about having my own business is just so fun building and being good at it.,4,0,1.7.2
A Google user,This game is the best hotel game I've ever seen! Everything is so good and it's so simple to upgrade things in your hotel. I love this game so much because it seems like you really have a hotel in your real life.,5,0,1.3.0
simon david,Great enjoyable game. Its NOT a pay for play game (purchases available but NOT needed) Great for those who just want something to do in free time.,5,0,1.7.2
Kaitlyn Gelle,"It doesn't have a lot of bugs, and you can play when you are not at home. It also is not too hard, but it is also not ro easy. It is a really good app.",5,0,2.2.1
Cassandra Hatcher,Please fix video problems. I watch 3 videos then have to back out of the game and go back in to be able to watch more.,2,0,1.8.4
A Google user,Great game but only because I paid extra for no adds but after paying out for extra think it was a waste for two hotels and nothing to do once you completed the second hotel,4,0,1.0
A Google user,Some glitches like one of my house keepers always end up stuck in a bathroom and doesn't even clean. But overall fun game.,4,0,1.2.1
A Google user,"Every time I go in the game it says connection error I even have my own wifi, so I can't even play the game at all it is a total waist of my time and maybe yours too.",1,0,1.2.0
A Google user,"the whole game was good, but 2 glitches happened. 1st one was an invisible customer, 2nd was the very important patron not giving money even if you watch the ad.",4,0,1.4.3
A Google user,"Used to be okay, rather boring, nothing to do, event hotel isnt left long enough, only good if you spend real money. Same being hotel for event every time. Lost a star from me",2,0,1.4.4
richwell Rules,I love the game but please make the be an update that you can transfer money from hotel to hotel because I'm still at Stanley hotel and the special managers they said unlock in codi hotels but I have been at the codi resort for over a year now it hasn't unlocked please you better add that to the next update or i make the worst review,2,0,1.8.4
Ryan Richardson,This game is a cash grab so many ads and to get rid of ads and buy upgrades is at least 30$ it took me too long to realize how bad this game was,2,0,1.3.1
rebecca brak,"Great game it is realy good but the wages you pay your employees is to much and sends your mony balance down, so i would like it if you made the game so that wages are less or hotel services give you more money.",5,0,2.4
A Google user,"Enjoyable for passing the time. Ads are not too invasive and do help towards profit which is good. Lots of room for development, keep it up",4,0,1.3.1
A Google user,I left a 4 star review just a moment ago now my game won't even load. It's stuck on the start loading screen. Nothing wrong with my internet either.,2,0,1.3.1
A Google user,This game is amazing I love it I just made it to my second hotel. I did spend a little bit of money but that was my choice but you can enjoy the game without spending a dime,5,0,1.3.1
David Anderson,Your game is broken I try to open the ads and it doesn't work I have been playing for the last month the last update it started to happen it happens on the prison on to,2,0,1.7.2
A Google user,It's good I'm having fun but right now there's a big where if you want to watch ads it wont play and I'm not going to pay for add ons while the ads are broken,3,0,1.4.2
A Google user,"Really fun game, I love Tycoon games. Easy to control. Only thing I'll say is it seems a little too difficult to earn a decent amount of money.",4,0,1.2.0
A Google user,"My worker payment cost to much and I lost all my chefs with two waiters and my advertising is even more expensive than employees!!!!!!!!!!!! there adds are fake!!!!!!!!!!!and theres no day streak, without them theres no way to get money real quick and my expenseses took 3,000 and something cash when my idle cash was 4,000 and something so I was left with 1,000 and something!!!!!!!!!!________________________________________________",1,0,
Jesse Evans,Ok I just started playing this game after playing the prison one for a while and it seems pretty fun...but I already wanna uninstall it simply because of that Jean Pierre guy...I cannot stand his voice ...it sounds like a frog fart or something! I HATE HIM,1,0,1.7.4
